title;Dish;Rating;Description;Price
Cafe Delhi Heights;Yellow Dal Tadka;;Served with jalapeños biryani, caper raita, house salad & Indian bread.;₹440
Cafe Delhi Heights;Buttery Tomato Paneer Masala;;Served with jalapeños biryani, caper raita, house salad & Indian bread.;₹730
Cafe Delhi Heights;Punjabi Palak Chole;;Served with jalapeños biryani, caper raita, house salad & Indian bread.;₹640
Cafe Delhi Heights;Mom's Buttered Chicken Tikka Masala;;Served with jalapeños biryani, caper raita, house salad & Indian bread.;₹750
Cafe Delhi Heights;Captain Chicken Curry;;Served with jalapeños biryani, caper raita, house salad & Indian bread.;₹750
Cafe Delhi Heights;Rajasthani Lal Maas;;Served with bajra roti & masala chaas.;₹840
Cafe Delhi Heights;Signature Rogan Josh;;Served with jalapeños biryani, caper raita, house salad & Indian bread.;₹840
Cafe Delhi Heights;Home Made Chonak Curry;;Mustard Fish Curry+Steamed Rice;₹835
Cafe Delhi Heights;Spinach Risotto with Sautéed Mushrooms;;;₹615
Cafe Delhi Heights;Baked Cheese Risotto with Vegetables & Cherry Tomato;;;₹615
Cafe Delhi Heights;Vegetables Khichdi;;Indian lentils, Italian arborio rice, fresh Indian herbs & rustic spice seasoning.;₹480
Cafe Delhi Heights;Chicken & Herby Carrot Risotto;;;₹640
Cafe Delhi Heights;Chicken Khichdi;;Indian lentils, Italian arborio rice, fresh Indian herbs & rustic spice seasoning.;₹550
Cafe Delhi Heights;Palak Paneer Gilli Biryani;;Our version of Biryani that involves cooking method as close to traditional one.;₹560
Cafe Delhi Heights;Veg Cafe Delhi Heights Tawa Biryani;;;₹575
Cafe Delhi Heights;Buttered Chicken Gilli Biryani;;Our version of Biryani that involves cooking method as close to traditional one.;₹720
Cafe Delhi Heights;Chicken Cafe Delhi Heights Tawa Biryani;;;₹710
Cafe Delhi Heights;Lamb Cafe Delhi Heights Tawa Biryani;;;₹720
Cafe Delhi Heights;Lal Maas Gilli Biryani;;Our version of Biryani that involves cooking method as close to traditional one.;₹750
Cafe Delhi Heights;Plain Veg Hakka Noodles;;;₹375
Cafe Delhi Heights;Veg Chilli Garlic Hakka Noodles;;;₹375
Cafe Delhi Heights;Plain Chicken Hakka Noodles;;;₹420
Cafe Delhi Heights;Chilli Garlic Chicken Hakka Noodles;;;₹420
Cafe Delhi Heights;Margherita Pizza;;Classic neapolitan- style pizza with mozzarella, basil and tomato 12 INCHES;₹560
Cafe Delhi Heights;Pizza Quatro Stagioni;;Buffalo Mozzarella, four seasons' vegetables toppings.;₹610
Cafe Delhi Heights;Grilled Mushroom, Spinach & Onions Pizza;;;₹610
Cafe Delhi Heights;Pizza Al Greco;;Sun dried tomatoes, olives, bell peppers, onions, Feta cheese & fresh basil leaves.;₹650
Cafe Delhi Heights;Pizza Al Bella;;Bocconcini, fresh basil leaves, sun dried tomatoes, black olives & green onions.;₹700
Cafe Delhi Heights;Chicken Tikka Masala Pizza;;Homemade s Speciality;₹660
Cafe Delhi Heights;Supremo Cocktail Pizza;;Served with chicken sausage.;₹725
Cafe Delhi Heights;Scamorza Pizza;;Combination of smoked chicken & smoked cheese.;₹670
Cafe Delhi Heights;Pizza Alla Casalinga;;Buffalo Mozzarella, oregano, basil, green peppers & grilled chicken strips.;₹650
Cafe Delhi Heights;Fish & Prawns Pizza;;;₹785
Cafe Delhi Heights;Pork Pepperoni Pizza [12 inches];;Tomato sauce, Mozzarella, chilli pepper and pork pepperoni.;₹725
Cafe Delhi Heights;Aglio è Olio Peperoncino;;Extra virgin olive oil, garlic, cherry tomato, dried red chillies, Pomodoro secchi, olives & fresh herbs.;₹605
Cafe Delhi Heights;Pasta Alla Rosa;;Your favorite pasta cooked to the perfection with creamy pink tomato & cheese.;₹565
Cafe Delhi Heights;Pasta Carbonara;;Sticky bacon eggs & cheese.;₹700
Cafe Delhi Heights;Pasta Primavera Al Pesto;;Spring vegetables, sweet roasted garlic, and creamy pesto jus.;₹605
Cafe Delhi Heights;Multi Mushroom Stroganof;;Multi mushrooms deliciously cooked to the perfection.;₹565
Cafe Delhi Heights;Arrabbiata Pasta;;Tomato sauce, cheese & red pepper flakes deliciously cooked to the perfection.;₹605
Cafe Delhi Heights;Spinach and Ricotta Cheese Ravioli;;;₹610
Cafe Delhi Heights;Corn Spinach Lasagna;;;₹550
Cafe Delhi Heights;Corn Spinach Cannelloni;;;₹550
Cafe Delhi Heights;Alfredo Pasta;;Smooth & rich white sauce pasta prepared with mushrooms cheese cream & butter.;₹640
Cafe Delhi Heights;Veg Whole Wheat Pasta;;Please ask your server for the favorite sauce today.;₹595
Cafe Delhi Heights;Veg Pan Fried Noodles with Chilli Bean;;Our most popular pan grilled crispy noodles with teppanyaki vegetables.;₹555
Cafe Delhi Heights;Chicken Pan Fried Noodles with Chilli Bean;;Our most popular pan grilled crispy noodles with teppanyaki vegetables.;₹605
Cafe Delhi Heights;Herby Chicken Lasagna;;;₹670
Cafe Delhi Heights;Herby Chicken Cannelloni;;;₹670
Cafe Delhi Heights;Chicken Whole Wheat Pasta;;Please ask your server for the favorite sauce today.;₹670
Cafe Delhi Heights;Bolognese Pasta;;Delicious spicy meat sauce with bacon.;₹680
Cafe Delhi Heights;Seafood Pan Fried Noodles with Chilli Bean;;Our most popular pan grilled crispy noodles with teppanyaki vegetables.;₹650
Cafe Delhi Heights;Delhi Burger;;Reminiscent of streets of Delhi, the base of the burger bun is deep fried to make this yummy treat.;₹565
Cafe Delhi Heights;Open Chicken Burger;;Melted Cheddar cheese, jalapeños infused béchamel, chicken chunks & sesame seed burger bun.;₹670
Cafe Delhi Heights;Moist Grilled Chicken Burger;;Juicy chicken burger covered in hand crafted mushroom sauce.;₹670
Cafe Delhi Heights;Juicy Lucy Burger;;Fresh lamb [250 grams] minced seasoned with our in house rubs & spices, cheese & jalapeños stuffing, sesame seed burger bun. Please let the burger cool down a little before you eat the molten cheese.;₹675
Cafe Delhi Heights;Mixed Veggie Multi Grain Pesto Grilled Panini;;Served with home fries.;₹400
Cafe Delhi Heights;Herbed Vegetables Club Sandwich;;Served with home fries.;₹490
Cafe Delhi Heights;Smoked Chicken & Basil Pesto Grilled Panini;;Served with home fries.;₹460
Cafe Delhi Heights;Grilled Chicken Breast Grilled Panini;;Served with home fries.;₹460
Cafe Delhi Heights;Sautéed Chicken Club Sandwich;;Served with home fries.;₹565
Cafe Delhi Heights;Chicken & Bacon Club Sandwich;;Served with home fries.;₹645
Cafe Delhi Heights;Mumbai Vada Pav;;Pav is part of the Mumbai culture at the local trains & the beaches. Innovating the recipe as close to its original.;₹315
Cafe Delhi Heights;Bombay Masala Sandwich;;It's not a club but traditional way. Served with home fries.;₹320
Cafe Delhi Heights;Chilli Cheese Toast;;With brown bread, cheese and  bell peppers.;₹350
Cafe Delhi Heights;Avocado Toast;;;₹470
Cafe Delhi Heights;Munchy Peanut Masala Chaat;;;₹260
Cafe Delhi Heights;Indian Railway Cutlet;;Memories of snacks from our chef's recipe book.;₹345
Cafe Delhi Heights;Truffle Fries;;French fries tossed in truffle oil.;₹580
Cafe Delhi Heights;Veg Delicious Quesadillas;;Mexican toasted flour tortilla with cheese melt.;₹650
Cafe Delhi Heights;Plain Garlic Bread;;;₹230
Cafe Delhi Heights;Basket of Fries;;Potato fries.;₹310
Cafe Delhi Heights;Tiptop Market Style Palak Patta Chaat;;;₹310
Cafe Delhi Heights;Potato Wedges;;Crispy, golden-fried potatoes seasoned with herbs and cajun spices.;₹340
Cafe Delhi Heights;ISBT Makhani Maggi;;Flavour to indulge your taste buds with every bite.;₹380
Cafe Delhi Heights;Chidwa Poha;;Lemon wedges, dry nuts and chia seeds.;₹320
Cafe Delhi Heights;Cheese Garlic Bread;;;₹400
Cafe Delhi Heights;Bread Pakora;;Triangular bread slices with spicy gram flour batter & fried with mashed potatoes stuffing.;₹280
Cafe Delhi Heights;Quinoa Poha;;Lemon wedges, dry nuts and chia seeds.;₹400
Cafe Delhi Heights;Aloo Tikki Chaat;;Potato mash patties splashed with chilled yoghurt & tamarind chutney.;₹320
Cafe Delhi Heights;Pani Puri Shots;;Hand crafted shells, jaljeera water shots.;₹260
Cafe Delhi Heights;Masala Omlette Bun;;Cafe Delhi Heights way of twist on the traditional recipe.;₹365
Cafe Delhi Heights;Smoked Chicken & Cheese Eggs Benedict Our Way;;Poached eggs, hollandaise with melted Cheddar cheese over the homemade buttery crunchy croissant bread.;₹550
Cafe Delhi Heights;Scrambled Egg [3 Eggs];;Served with brown bread toast, roasted tomatoes and grilled vegetables.;₹375
Cafe Delhi Heights;Spinach & Mushroom Eggs Benedict Our Way;;Poached eggs, hollandaise with melted Cheddar cheese over the homemade buttery crunchy croissant bread.;₹475
Cafe Delhi Heights;Fried Egg [3 Eggs];;Served with brown bread toast, roasted tomatoes & grilled vegetables.;₹375
Cafe Delhi Heights;Desi Masala Egg [3 Eggs];;Served with brown bread toast, roasted tomatoes & grilled vegetables.;₹375
Cafe Delhi Heights;Eggs white [6 Eggs];;;₹375
Cafe Delhi Heights;Chicken & Cheese Omelette [3 Eggs];;Served with brown bread toast, roasted tomatoes and grilled vegetables.;₹375
Cafe Delhi Heights;Boiled Egg [3 Eggs];;Served with brown bread toast, roasted tomatoes and grilled vegetables.;₹375
Cafe Delhi Heights;Chicken Hot Dog;;Chicken frankfurters, choucroute, mayonnaise, small house salad & home fries.;₹475
Cafe Delhi Heights;Chicken Delicious Quesadillas;;Mexican toasted flour tortilla with cheese melt.;₹780
Cafe Delhi Heights;Pork Hot Dog;;Pork frankfurters, choucroute, mayonnaise, small house salad & home fries.;₹475
Cafe Delhi Heights;Pepperoni Cheese Toast;;;₹505
Cafe Delhi Heights;Fish N Chips;;Served with tartare & home fries.;₹780
Cafe Delhi Heights;Falafel Avo & Chipotle Salad Wrap;;Falafel & freshly sliced avocados served with a dollop of chipotle dressing, topped with pickled onions, crunchy red peppers, fresh coriander & our freshly prepared corn salsa.;₹445
Cafe Delhi Heights;Paneer Tikka Kathi Roll;;Served with mint chutney and onion jam;₹395
Cafe Delhi Heights;Chicken Tikka Kathi Roll;;Served with mint chutney & onion jam.;₹430
Cafe Delhi Heights;Dessert of The Day;;Ever changing dessert of the day.;₹255
Cafe Delhi Heights;Motichoor Ladoo Cheesecake;;Innovative cheesecake stuffed with modern take on traditional Indian dessert.;₹255
Cafe Delhi Heights;Italian Tiramisu;3.95;Luscious mascarpone cheese layered with espresso soaked sponge fingers with a touch of cognac.;₹295
Cafe Delhi Heights;Banoffee Pie;;One of our favorite dessert, give it a try.;₹255
Cafe Delhi Heights;Chocolate Mountain;;Chocolate & ice cream is a hottest match.;₹325
Cafe Delhi Heights;Chocolate Mud Cake Sundae;;Warm chocolate cake & rich hot fudge in the bottom is just perfect with smooth vanilla ice cream.;₹325
Cafe Delhi Heights;Chocolate Brownie;;Served with vanilla ice cream.;₹255
Cafe Delhi Heights;Red Velvet Lava;;;₹110
Cafe Delhi Heights;Fruit Trifle;;;₹110
Cafe Delhi Heights;Mud Cake [500 grams];;[Dessert];₹775
Cafe Delhi Heights;Mud Cake Pastry;;;₹255
Cafe Delhi Heights;Golden Latte;;With turmeric, cinnamon, ginger & black pepper served with jaggery powder or honey on the side.;₹225
Cafe Delhi Heights;Café Latte;;Hot espresso, steamed milk & frothed milk on top.;₹225
Cafe Delhi Heights;Café Mocha;;Hot espresso, steamed milk, rich dark chocolate.;₹225
Cafe Delhi Heights;Cappuccino;;Classic coffee with milk foam.;₹225
Cafe Delhi Heights;Masala Chai;;Famous all around the world for its unique taste & right amount of blend of Country style spices.;₹175
Cafe Delhi Heights;Irish Café Latte;;Served with Irish vanilla latte & coffee.;₹255
Cafe Delhi Heights;Kashmiri Kahwah;;Green tea with Indian spices & grated dry nuts.;₹275
Cafe Delhi Heights;Macchiato;;Espresso, milky foam with caramel.;₹195
Cafe Delhi Heights;Flat White;;Freshly brewed coffee with a layer of milk.;₹225
Cafe Delhi Heights;Jasmine Tea;;;₹175
Cafe Delhi Heights;Green Tea;;;₹175
Cafe Delhi Heights;Café Hot Chocolate;;;₹355
Cafe Delhi Heights;Café Espresso;;;₹145
Cafe Delhi Heights;Cafe Americano;;[Serves 1];₹155
Cafe Delhi Heights;Ginger Lemon & Honey Tea;;;₹205
Cafe Delhi Heights;Gud Patti Chai;;Made with combination of cardamom, fennel seeds, crushed black pepper, low fat milk;₹175
Cafe Delhi Heights;Pepsi Soft Beverage;;;₹147.61
Cafe Delhi Heights;Diet Pepsi Soft Beverage;;;₹147.61
Cafe Delhi Heights;7UP Soft Beverage;;;₹147.61
Cafe Delhi Heights;Energy Beverage;;;₹335
Cafe Delhi Heights;Perrier Sparkling Mineral Water;;[Packaged];₹335
Cafe Delhi Heights;Tonic Water;;;₹145
Cafe Delhi Heights;Ginger Ale;;;₹185
Cafe Delhi Heights;Classic Cold Coffee;;It tastes just yummy like at your home.;₹335
Cafe Delhi Heights;Frozen Hot Chocolate;;Café hot chocolate, chocolate mix & vanilla latte.;₹335
Cafe Delhi Heights;Iced Café Latte;;Freshly brewed coffee, iced cold low fat milk & hint of vanilla.;₹290
Cafe Delhi Heights;Lemon & Mint Iced Tea;;Please select your choice of tea me teas from our wall   of tea and let us brew for you.;₹295
Cafe Delhi Heights;Peach & Cherry Iced Tea;;Please select your choice of tea me teas from our wall   of tea and let us brew for you.;₹295
Cafe Delhi Heights;Apple Cinnamon Iced Tea;;Please select your choice of tea me teas from our wall   of tea and let us brew for you.;₹295
Cafe Delhi Heights;Strawberry & Basil Iced Tea;;Please select your choice of tea me teas from our wall of tea and let us brew for you.;₹295
Cafe Delhi Heights;Kiwi & Mint Iced Tea;;"Please select your choice of tea me teas from our wall
of tea and let us brew for you.";₹295
Cafe Delhi Heights;Watermelon Juice;;Served with celery & pomegranate goodness.;₹280
Cafe Delhi Heights;Total 8 Juice;;Served with tomato, celery, ginger, cucumber, beetroot, apple, carrot & parsley.;₹335
Cafe Delhi Heights;My Aim To Be Cool Juice;;Served with kiwi, apple, cucumber, ginger & fresh mint leaves.;₹315
Cafe Delhi Heights;Pink Perfection Juice;;Served with strawberry, watermelon, orange & lime;₹315
Cafe Delhi Heights;ABC Story Juice;;Served with apple, beetroot orange & celery.;₹335
Cafe Delhi Heights;Sunshine Citrus Juice;;Served with pineapple, sweet lime & apple.;₹315
Cafe Delhi Heights;Outstanding Kick Juice;;Served with watermelon, orange & pineapple.;₹315
Cafe Delhi Heights;Strawberry Forever Juice;;Served with fresh apple, carrot, orange & strawberry.;₹335
Cafe Delhi Heights;A Beet Beauty Juice;;With beetroot, carrot, apple, raw ginger, lime & punch of turmeric.;₹315
Cafe Delhi Heights;My Darling Go Green Juice;;Served with kiwi, fresh mint leaves, apples & cucumber.;₹335
Cafe Delhi Heights;Antioxidant Smoothie;;Shakescurd, strawberries, blue berries, fresh banana, chia seeds, flax seeds, oatmeal, pomegranate & honey.;₹505
Cafe Delhi Heights;Peanut Butter Shake;;Served with nutella, fresh banana & wild honey.;₹335
Cafe Delhi Heights;Chocolate Shake;;Please ask your server for the favourite today.;₹315
Cafe Delhi Heights;Strawberry Shake;;Please ask your server for the favorite today.;₹315
Cafe Delhi Heights;Seasonal Fruits Shake;;;₹315
Cafe Delhi Heights;Oreo Cookies Chocolate Shake;;Imagination of milky oreo chocolate cookies, ice cold vanilla latte extremely well together.;₹315
Cafe Delhi Heights;Chocos Brownie Shake;;Homemade brownie, milky chocolate vanilla latte blended together with ice.;₹365
Cafe Delhi Heights;Mango & Banana Shake;;Served with seasonal fruits of the forest & tropical banana as a refresher.;₹285
Cafe Delhi Heights;Coffee Toffee Cookies Shake;;Freshly brewed coffee, caramel with chocolate.;₹365
Cafe Delhi Heights;Detox Green Smoothie;;Served with avocado, celery, apple, cucumber & honey.;₹315
Cafe Delhi Heights;Berry Punch Shake;;Served with hung curd, kiwi & mixed berries.;₹435
Cafe Delhi Heights;Homemade Lemonade Soda;;;₹215
Cafe Delhi Heights;Homemade Lemonade Water;;;₹215
Cafe Delhi Heights;Electric Blue Lemonade;;Fresh pineapple juice, blue curaçao & lime.;₹315
Cafe Delhi Heights;Kiwi & Cucumber Lemonade;;Fresh cucumber juice, fresh mint leaves & sweet & sour mix.;₹305
Cafe Delhi Heights;Orange Lemonade;;Fresh oranges, lemon, hint of passion fruit & club soda.;₹315
Cafe Delhi Heights;Ginger Lemonade;;Fresh ginger, lemon & club soda.;₹250
Cafe Delhi Heights;Blueberry & Basil Lemonade;;Served with hint of muddled berries, basil leaves & CDH sour mix.;₹280
Cafe Delhi Heights;Strawberry Lemonade;;Strawberry puree, lemon and soda;₹235
Cafe Delhi Heights;Minty Lemonade;;Fresh mint springs, lemon and soda;₹245
Skyhilton;Paneer Butter Masala with Lachha Paratha;4.71;Paneer Butter Masala with Lachha Paratha;₹299
Skyhilton;Paneer Lababdar with Baby Naan;4.17;Mouth Watering Single Serve Meal At Pocket Friendly Prices!!!;₹299
Skyhilton;Mix Vegetable Curry with Missi Roti;;Mix Vegetable Curry with Missi Roti;₹249
Skyhilton;Mushroom Hara Pyaz with Lachha Paratha;;Mushroom Hara Pyaz with Lachha Paratha;₹299
Skyhilton;Pindi Chole with Jeera Rice;;Pindi Chole with Jeera Rice;₹225
Skyhilton;Dal Makhani with Jeera Rice;4.24;Dal Makhani with Jeera Rice;₹225
Skyhilton;Dal Makhani with Lachha Paratha;4.82;Dal Makhani with Lachha Paratha;₹225
Skyhilton;Vegetable Fried Rice with Manchurian Gravy;;Vegetable Fried Rice with Manchurian Gravy;₹249
Skyhilton;Vegetable Hakka Noodles with Stir Fried Greens;;Vegetable Hakka Noodles with Stir Fried Greens;₹249
Skyhilton;Steamed Rice with Vegetable in Thai Green Curry;;Steamed Rice with Vegetable in Thai Green Curry;₹179
Skyhilton;Vegetable Biryani with Raita;4.19;Vegetable Biryani with Raita;₹249
Skyhilton;Bombay Chaap with Pav;;Bombay Chaap with Pav;₹269
Skyhilton;Boneless Butter Chicken with Paratha;;Boneless Butter Chicken with Paratha;₹345
Skyhilton;Chicken Tikka Masala with Baby Naan;;Enjoy Mouth Watering Single Serve Meal Now!!!;₹345
Skyhilton;Chilli Chicken Gravy with Egg Fried Rice;;Enjoy Mouth Watering Single Serve Meal Now!!!;₹499
Skyhilton;Chicken Biryani with Raita;;Served With Salad!!!;₹399
Skyhilton;Chef Special Shawrama;;;₹549
Skyhilton;Chilli Paneer Dry;;Cottage cheese tossed with onions, capsicum and oriental sauces.;₹575
Skyhilton;Paneer 65;;A unique combination of  cottage cheese batter fried in oriental seasonings tossed in curry leaves.;₹575
Skyhilton;Spinach Fry Corn;;;₹449
Skyhilton;Honey Glazed Chilli Potato;;;₹399
Skyhilton;Chilli Mushroom Fry;;;₹485
Skyhilton;Mushroom Salt and Pepper;;Button mushrooms tossed in black pepper and oriental seasonings.;₹485
Skyhilton;Vegetable Manchurian Dry;;;₹449
Skyhilton;Stir Fried Exotic Vegetable;;;₹375
Skyhilton;Paneer Tikka Sabz Bahar;;Cottage cheese marinated in hung curd with selected Indian spices and cooked in clay oven with onion, capsicum and tomatoes.;₹585
Skyhilton;Paneer Malai Tikka;;Cardamon flavoured delicate cottage cheese preparation finished in clay oven.;₹595
Skyhilton;Paneer Hariyali Tikka;;;₹585
Skyhilton;Bhutte Ke Kabab;;Corn based kababs grilled on hot plate.;₹315
Skyhilton;Dahi Ke Kabab;;Curd based succulent kababs cooked on hot plate.;₹455
Skyhilton;Hara Bhara Kebab;;Mixed Vegetable minced finely with spinach and select Indian spices, finished on hot plate.;₹455
Skyhilton;Soya Chaap Tandoori;;;₹475
Skyhilton;Soya Chaap Afghani;;;₹475
Skyhilton;Grilled Chicken Breast;;Chargrilled chicken breast with mushroom sauce on side and sautee select vegetable.;₹449
Skyhilton;Chilli Chicken Dry;;Chicken dumplings tossed with onions, capsicum and oriental seasonings.;₹585
Skyhilton;Drums of Heaven;;Chicken wings batter fried, tossed in sweet and sour oriental seasonings.;₹585
Skyhilton;Chicken Salt and Pepper;;Chicken tossed in pounded black peppercorns.;₹585
Skyhilton;Tandoori Murgh;;Chicken marinated in curd with Indian spices and cooked in clay oven.;₹625
Skyhilton;Murgh Malai Tikka;;Chicken boneless pieces marinated in cream and curd, Ffavoured delicately with Indian spices.;₹595
Skyhilton;Tangdi Kebab;;;₹595
Skyhilton;Chicken Achari Tikka;;Boneless pieces of chicken marinated and cooked in clay oven.;₹595
Skyhilton;Honey Chilli Fish;;Boneless fish dices, marinated in paste of red chillies and honey, tossed in wok with oriental seasonings.;₹485
Skyhilton;Aloo Gobi;;Cauliflower cooked with Indian spices as per your choice.;₹445
Skyhilton;Mix Vegetable Dry;;Garden fresh vegetables cooked with mild Indian spices.;₹445
Skyhilton;Mix Vegetable Gravy;;;₹445
Skyhilton;Dum Aloo Kashmiri;;Stuffed potato cooked in rich cashew and tomato gravy mildly flavoured with Indian spices.;₹499
Skyhilton;Bhindi Masala;;Lady fingers roundels tempered with cumin seeds and Indian spices.;₹315
Skyhilton;Pindi Chole;;Chip peas cooked traditional way with roasted Indian spices powder, tomatoes, onion and pomegranate seeds.;₹455
Skyhilton;Shahi Malai Kofta;;Cottage cheese stuffed dumplings cooked in rich cashew almond gravy flavoured with selected Indian spices.;₹525
Skyhilton;Mushroom Baby Corn Masala;;Button mushrooms and blanched babycorns cooked in onion based gravy.;₹475
Skyhilton;Palak Paneer;;Cottage cheese in smooth spinach based gravy.;₹545
Skyhilton;Paneer Tikka Masala;;Cottage cheese cooked in clay oven and finished in spicy Indian onion based gravy.;₹575
Skyhilton;Paneer Lababdar;;Cottage cheese in smooth creamy yellow gravy.;₹599
Skyhilton;Kadai Paneer;;Cottage cheese cooked with capsicum and onion in thick kadai masala;₹575
Skyhilton;Matar Paneer;;Served with 2 Tawa paratha/steamed rice.;₹565
Skyhilton;Dal Makhani;4.44;Traditional black dal and kidney beans cooked in milk, cream and butter.;₹455
Skyhilton;Yellow Dal Tadka;;Mixture of pulses tempered onion and spices tadka.;₹415
Skyhilton;Ande Ki Bhurji;;;₹345
Skyhilton;Butter Chicken;3.61;Served with 2 Tawa paratha/steamed rice.;₹645
Skyhilton;Kadai Chicken;;Chicken cooked with onion and capsicum in thick spicy kadai masala.;₹599
Skyhilton;Chicken Lababdar;;Chicken cooked in rich creamy yellow gravy.;₹645
Skyhilton;Chicken Wings in Barbecue Sauce;;;₹275
Skyhilton;Murgh Lazzat E Handi;;Chicken cooked in its own juices and finished in creamy smooth rich gravy.;₹599
Skyhilton;Methi Murgh;;Chicken cooked in butter with dried fenugreek leaves.;₹599
Skyhilton;Bhuna Gosht Khada Masala;;Spicy preparation of lamb with whole coriander seeds, black pepper corns and whole red chillies.;₹699
Skyhilton;Rara Gosht;;Mutton chunks and pounded mutton keema cooked in thick onion gravy.;₹699
Skyhilton;Gosht Tikka Handi;;;₹625
Skyhilton;Tawa Murgh Bhuna Masala;;Chicken marignated and cooked on hot plate with spicy tangy indian gravy.;₹599
Skyhilton;Meatballs in Barbecue Sauce;;;₹449
Skyhilton;Ghee Roast Mutton;;Boneless mutton chunks roasted with whole red chillies and spices.;₹699
Skyhilton;Mutton Rogan Josh;;;₹699
Skyhilton;Grilled Fish with Lemon Butter Sauce;;Fish fillet grilled and served with lemon butter.||Fish filled grilled and served with lemon butter.;₹449
Skyhilton;Skyhilton Fish Curry;;;₹549
Skyhilton;Chilli Paneer Gravy;;;₹575
Skyhilton;Vegetable Manchurian Gravy;;;₹315
Skyhilton;Chilli Chicken Gravy;;;₹585
Skyhilton;Paneer Kulcha;;;₹85
Skyhilton;Aloo Kulcha;;;₹85
Skyhilton;Mixed Kulcha;;;₹85
Skyhilton;Lachha Paratha;3.89;;₹75
Skyhilton;Ajwaini Paratha;;;₹75
Skyhilton;Pudina Paratha;;;₹75
Skyhilton;Missi Roti;;;₹65
Skyhilton;Garlic Naan;;;₹65
Skyhilton;Butter Naan;3.88;One Piece;₹55
Skyhilton;Plain Naan;;;₹55
Skyhilton;Tandoori Butter Roti;;;₹45
Skyhilton;Tandoori Plain Roti;;;₹45
Skyhilton;Steamed Rice;;;₹249
Skyhilton;Jeera Rice;;;₹275
Skyhilton;Vegetable Pulao;;;₹299
Skyhilton;Vegetable Dum Biryani;;;₹350
Skyhilton;Chicken Dum Biryani;;Dum style chicken biryani cooked in its own juice with exotic flavours.;₹545
Skyhilton;Gosht Dum Biryani;;Mutton biryani cooked on slow heat to retain its aroma and flavour.;₹599
Skyhilton;Vegetable Fried Rice;;;₹425
Skyhilton;Chicken Egg Fried Rice;;;₹499
Skyhilton;Vegetable Hakka Noodles;;;₹425
Skyhilton;Chicken Hakka Noodles;;;₹499
Skyhilton;Penne in Arrabiata Sauce;;Served with garlic toast and Italian seasonings.;₹385
Skyhilton;Penne in Alfredo Sauce;;;₹385
Skyhilton;Fusilli in Arrabiata Sauce;;;₹385
Skyhilton;Fusilli in Alfredo Sauce;;;₹385
Skyhilton;Spaghetti in Arrabiata Sauce;;Served with garlic toast and Italian seasonings.;₹385
Skyhilton;Spaghetti in Alfredo Sauce;;;₹385
Skyhilton;Macaroni in Arrabiata Sauce;;Cooked in arrabiata sauce, served with garlic toast and Italian seasonings.;₹385
Skyhilton;Macaroni in Alfredo Sauce;;;₹385
Skyhilton;Crispy Chicken Finger;;;₹465
Skyhilton;Fish and Chips;;British classical combination of batter fried fish fillet with potato wedges.;₹550
Skyhilton;Rasmalai;;;₹120
Skyhilton;Hot Gulab Jamun;;;₹155
Skyhilton;Soda [500 ml];;;₹45
MERAKI the Bistro;Thai Green Curry with Jasmine Rice;;Exotic Legumes, Condiments.;₹425
MERAKI the Bistro;Veg Hot and Sour Boiling Pot Soup;;Togarashi filo crispy;₹225
MERAKI the Bistro;Veg Clear Soup;;;₹225
MERAKI the Bistro;Chicken Hot and Sour Boiling Pot Soup;;;₹275
MERAKI the Bistro;Non Veg Clear Soup;;;₹275
MERAKI the Bistro;Roasted Chicken Salad;;Shredded chicken roast strip tossed with bell peppers, onion and chilli mayo dressing.;₹375
MERAKI the Bistro;Malai Badam Broccoli;;Badam parmesan snow.;₹425
MERAKI the Bistro;Makhan Malai Soya Chaap;;Stuffed soya chaap, cheese, nuts.;₹385
MERAKI the Bistro;Drums of Heaven;;Lollipop deep fry with chef special.;₹475
MERAKI the Bistro;Tandoori Chicken;;Chicken marinated with yoghurt and hot indian spices cooked in charcoal clay oven.;₹525
MERAKI the Bistro;Cilantro Chicken Tikka;;Fresh indian herb marinated chicken roasted charcoal oven.;₹425
MERAKI the Bistro;Murgh Nizami Bharwa Tangdi;;Chicken stuffed with minced meat cooked in a charcoal clay oven.;₹475
MERAKI the Bistro;Rajwadi Gosht Kulcha;;Mutton minced. cheese.;₹475
MERAKI the Bistro;Mutton Pepper Fry;;Malabar paratha.;₹525
MERAKI the Bistro;Kasundi Fish Tikka;;Kasundi marinated fish, kasundi mayo.;₹495
MERAKI the Bistro;Jaituni Fish Tikka;;Olive marinated fish, mint mayo.;₹495
MERAKI the Bistro;Tandoori Jhinga;;Spring mix cherry tomato salad, sambal mayo.;₹555
MERAKI the Bistro;Tempura Prawns;;Prawns deep fried with tempura flour served with thai sweet chilli dip.;₹575
MERAKI the Bistro;Classic Dal Tadka;;;₹315
MERAKI the Bistro;Signature Dal Makhani;;;₹395
MERAKI the Bistro;Paneer Lazeez Lababdar;;;₹485
MERAKI the Bistro;Kadhai Paneer Khurchan;;;₹485
MERAKI the Bistro;Florets and Mushroom Masala;;;₹475
MERAKI the Bistro;Exotic Veg Chilli Coriander Sauce;;;₹325
MERAKI the Bistro;Mushroom Do Pyaza;;;₹375
MERAKI the Bistro;Chicken Red Thai Curry;;;₹495
MERAKI the Bistro;Bhatti Butter Chicken;;;₹495
MERAKI the Bistro;Chicken Tikka Masala;;;₹475
